# This file lists the individual Hector runs to be performed for each emissions scenario,,,,,,
# The first two columns (mean, SD) give information about the S distribution used;,,,,,
# `param_set` gives the relevant line number in the S data file;,,,,,,
# `temperature.S`` is the random draw from that distribution;,,,,,,
# and the last (run_number) a sequentially increasing run number, i.e. line number in runset file.,,,,,
type,mean,SD,param_set,temperature.S,run_number,runname_mc
AR5,3,NA,2,3.101,2,rffsps_2
AR5,3,NA,2,0.963,2,rffsps_2
AR5,3,NA,2,3.302,2,rffsps_2
AR5,3,NA,2,3.874,2,rffsps_2
AR5,3,NA,2,2.498,2,rffsps_2
AR5,3,NA,2,1.441,2,rffsps_2
AR5,3,NA,2,4.181,2,rffsps_2
AR5,3,NA,2,3.832,2,rffsps_2
AR5,3,NA,2,7.319,2,rffsps_2
AR5,3,NA,2,1.839,2,rffsps_2
AR5,3,NA,2,3.241,2,rffsps_2
AR5,3,NA,2,2.961,2,rffsps_2
AR5,3,NA,2,5.076,2,rffsps_2
AR5,3,NA,2,1.938,2,rffsps_2
AR5,3,NA,2,2.054,2,rffsps_2
AR5,3,NA,2,5.288,2,rffsps_2
AR5,3,NA,2,4.198,2,rffsps_2
AR5,3,NA,2,0.53,2,rffsps_2
AR5,3,NA,2,2.875,2,rffsps_2
AR5,3,NA,2,6.165,2,rffsps_2
AR5,3,NA,2,0.75,2,rffsps_2
AR5,3,NA,2,2.682,2,rffsps_2
AR5,3,NA,2,3.099,2,rffsps_2
AR5,3,NA,2,2.693,2,rffsps_2
AR5,3,NA,2,9.759,2,rffsps_2
AR5,3,NA,2,2.336,2,rffsps_2
AR5,3,NA,2,2.484,2,rffsps_2
AR5,3,NA,2,4.304,2,rffsps_2
AR5,3,NA,2,3.157,2,rffsps_2
AR5,3,NA,2,2.809,2,rffsps_2
AR5,3,NA,2,2.562,2,rffsps_2
AR5,3,NA,2,1.524,2,rffsps_2
AR5,3,NA,2,4.755,2,rffsps_2
AR5,3,NA,2,2.235,2,rffsps_2
AR5,3,NA,2,5.397,2,rffsps_2
AR5,3,NA,2,7.59,2,rffsps_2
AR5,3,NA,2,2.042,2,rffsps_2
AR5,3,NA,2,1.751,2,rffsps_2
AR5,3,NA,2,4.067,2,rffsps_2
AR5,3,NA,2,2.113,2,rffsps_2
AR5,3,NA,2,1.341,2,rffsps_2
AR5,3,NA,2,2.827,2,rffsps_2
AR5,3,NA,2,3.463,2,rffsps_2
AR5,3,NA,2,3.085,2,rffsps_2
AR5,3,NA,2,3.279,2,rffsps_2
AR5,3,NA,2,4.125,2,rffsps_2
AR5,3,NA,2,2.782,2,rffsps_2
AR5,3,NA,2,3.832,2,rffsps_2
AR5,3,NA,2,4.491,2,rffsps_2
AR5,3,NA,2,3.757,2,rffsps_2
AR5,3,NA,2,1.27,2,rffsps_2
AR5,3,NA,2,2.559,2,rffsps_2
AR5,3,NA,2,2.074,2,rffsps_2
AR5,3,NA,2,2.389,2,rffsps_2
AR5,3,NA,2,2.745,2,rffsps_2
AR5,3,NA,2,4.979,2,rffsps_2
AR5,3,NA,2,6.161,2,rffsps_2
AR5,3,NA,2,1.224,2,rffsps_2
AR5,3,NA,2,5.025,2,rffsps_2
AR5,3,NA,2,2.946,2,rffsps_2
AR5,3,NA,2,4.166,2,rffsps_2
AR5,3,NA,2,1.829,2,rffsps_2
AR5,3,NA,2,2.68,2,rffsps_2
AR5,3,NA,2,5.11,2,rffsps_2
AR5,3,NA,2,2.265,2,rffsps_2
AR5,3,NA,2,1.118,2,rffsps_2
AR5,3,NA,2,3.71,2,rffsps_2
AR5,3,NA,2,1.425,2,rffsps_2
AR5,3,NA,2,2.759,2,rffsps_2
AR5,3,NA,2,3.701,2,rffsps_2
AR5,3,NA,2,1.715,2,rffsps_2
AR5,3,NA,2,2.874,2,rffsps_2
AR5,3,NA,2,3.055,2,rffsps_2
AR5,3,NA,2,2.621,2,rffsps_2
AR5,3,NA,2,3.566,2,rffsps_2
AR5,3,NA,2,4.008,2,rffsps_2
AR5,3,NA,2,3.17,2,rffsps_2
AR5,3,NA,2,2.763,2,rffsps_2
AR5,3,NA,2,1.881,2,rffsps_2
AR5,3,NA,2,2.407,2,rffsps_2
AR5,3,NA,2,8.157,2,rffsps_2
AR5,3,NA,2,0.808,2,rffsps_2
AR5,3,NA,2,3.978,2,rffsps_2
AR5,3,NA,2,4.72,2,rffsps_2
AR5,3,NA,2,2.211,2,rffsps_2
AR5,3,NA,2,4.017,2,rffsps_2
AR5,3,NA,2,3.439,2,rffsps_2
AR5,3,NA,2,3.124,2,rffsps_2
AR5,3,NA,2,2.521,2,rffsps_2
AR5,3,NA,2,1.568,2,rffsps_2
AR5,3,NA,2,3.312,2,rffsps_2
AR5,3,NA,2,4.178,2,rffsps_2
AR5,3,NA,2,1.07,2,rffsps_2
AR5,3,NA,2,2.179,2,rffsps_2
AR5,3,NA,2,1.612,2,rffsps_2
AR5,3,NA,2,1.4,2,rffsps_2
AR5,3,NA,2,2.712,2,rffsps_2
AR5,3,NA,2,3.331,2,rffsps_2
AR5,3,NA,2,2.053,2,rffsps_2
AR5,3,NA,2,5.496,2,rffsps_2
AR5,3,NA,2,2.806,2,rffsps_2
AR5,3,NA,2,3.363,2,rffsps_2
AR5,3,NA,2,2.362,2,rffsps_2
AR5,3,NA,2,2.549,2,rffsps_2
AR5,3,NA,2,3.902,2,rffsps_2
AR5,3,NA,2,4.629,2,rffsps_2
AR5,3,NA,2,1.657,2,rffsps_2
AR5,3,NA,2,1.402,2,rffsps_2
AR5,3,NA,2,4.19,2,rffsps_2
AR5,3,NA,2,2.408,2,rffsps_2
AR5,3,NA,2,2.776,2,rffsps_2
AR5,3,NA,2,2.307,2,rffsps_2
AR5,3,NA,2,2.65,2,rffsps_2
AR5,3,NA,2,1.644,2,rffsps_2
AR5,3,NA,2,4.319,2,rffsps_2
AR5,3,NA,2,4.003,2,rffsps_2
AR5,3,NA,2,4.057,2,rffsps_2
AR5,3,NA,2,1.436,2,rffsps_2
AR5,3,NA,2,3.606,2,rffsps_2
AR5,3,NA,2,1.86,2,rffsps_2
AR5,3,NA,2,4.618,2,rffsps_2
AR5,3,NA,2,4.3,2,rffsps_2
AR5,3,NA,2,2.389,2,rffsps_2
AR5,3,NA,2,3.35,2,rffsps_2
AR5,3,NA,2,4.098,2,rffsps_2
AR5,3,NA,2,3.438,2,rffsps_2
AR5,3,NA,2,2.75,2,rffsps_2
AR5,3,NA,2,2.836,2,rffsps_2
AR5,3,NA,2,4.198,2,rffsps_2
AR5,3,NA,2,3.687,2,rffsps_2
AR5,3,NA,2,4.893,2,rffsps_2
AR5,3,NA,2,3.528,2,rffsps_2
AR5,3,NA,2,3.596,2,rffsps_2
AR5,3,NA,2,3.529,2,rffsps_2
AR5,3,NA,2,3.604,2,rffsps_2
AR5,3,NA,2,2.389,2,rffsps_2
AR5,3,NA,2,1,2,rffsps_2
AR5,3,NA,2,4.469,2,rffsps_2
AR5,3,NA,2,6.423,2,rffsps_2
AR5,3,NA,2,1.008,2,rffsps_2
AR5,3,NA,2,2.593,2,rffsps_2
AR5,3,NA,2,4.111,2,rffsps_2
AR5,3,NA,2,3.286,2,rffsps_2
AR5,3,NA,2,2.922,2,rffsps_2
AR5,3,NA,2,3.37,2,rffsps_2
AR5,3,NA,2,3.751,2,rffsps_2
AR5,3,NA,2,4.17,2,rffsps_2
AR5,3,NA,2,1.66,2,rffsps_2
AR5,3,NA,2,5.607,2,rffsps_2
AR5,3,NA,2,5.065,2,rffsps_2
AR5,3,NA,2,4.763,2,rffsps_2
AR5,3,NA,2,4.191,2,rffsps_2
AR5,3,NA,2,3.477,2,rffsps_2
AR5,3,NA,2,4.462,2,rffsps_2
AR5,3,NA,2,3.121,2,rffsps_2
AR5,3,NA,2,3.243,2,rffsps_2
AR5,3,NA,2,1.252,2,rffsps_2
AR5,3,NA,2,4.653,2,rffsps_2
AR5,3,NA,2,1.068,2,rffsps_2
AR5,3,NA,2,4.133,2,rffsps_2
AR5,3,NA,2,2.445,2,rffsps_2
AR5,3,NA,2,4.386,2,rffsps_2
AR5,3,NA,2,2.508,2,rffsps_2
AR5,3,NA,2,2.206,2,rffsps_2
AR5,3,NA,2,7.224,2,rffsps_2
AR5,3,NA,2,2.639,2,rffsps_2
AR5,3,NA,2,4.749,2,rffsps_2
AR5,3,NA,2,3.509,2,rffsps_2
AR5,3,NA,2,4.38,2,rffsps_2
AR5,3,NA,2,3.096,2,rffsps_2
AR5,3,NA,2,6.301,2,rffsps_2
AR5,3,NA,2,1.293,2,rffsps_2
AR5,3,NA,2,3.261,2,rffsps_2
AR5,3,NA,2,1.399,2,rffsps_2
AR5,3,NA,2,1.938,2,rffsps_2
AR5,3,NA,2,3.399,2,rffsps_2
AR5,3,NA,2,1.966,2,rffsps_2
AR5,3,NA,2,3.383,2,rffsps_2
AR5,3,NA,2,6.217,2,rffsps_2
AR5,3,NA,2,2.595,2,rffsps_2
AR5,3,NA,2,8.281,2,rffsps_2
AR5,3,NA,2,3.43,2,rffsps_2
AR5,3,NA,2,4.242,2,rffsps_2
AR5,3,NA,2,3.692,2,rffsps_2
AR5,3,NA,2,6.98,2,rffsps_2
AR5,3,NA,2,4.524,2,rffsps_2
AR5,3,NA,2,1.944,2,rffsps_2
AR5,3,NA,2,2.312,2,rffsps_2
AR5,3,NA,2,1.613,2,rffsps_2
AR5,3,NA,2,2.338,2,rffsps_2
AR5,3,NA,2,2.04,2,rffsps_2
AR5,3,NA,2,3.182,2,rffsps_2
AR5,3,NA,2,1.563,2,rffsps_2
AR5,3,NA,2,2.915,2,rffsps_2
AR5,3,NA,2,6.733,2,rffsps_2
AR5,3,NA,2,1.899,2,rffsps_2
AR5,3,NA,2,0.995,2,rffsps_2
AR5,3,NA,2,1.987,2,rffsps_2
AR5,3,NA,2,4.071,2,rffsps_2
AR5,3,NA,2,1.341,2,rffsps_2
AR5,3,NA,2,3.719,2,rffsps_2
AR5,3,NA,2,3.431,2,rffsps_2
AR5,3,NA,2,1.89,2,rffsps_2
AR5,3,NA,2,3.267,2,rffsps_2
AR5,3,NA,2,3.285,2,rffsps_2
AR5,3,NA,2,3.571,2,rffsps_2
AR5,3,NA,2,2.777,2,rffsps_2
AR5,3,NA,2,1.841,2,rffsps_2
AR5,3,NA,2,3.616,2,rffsps_2
AR5,3,NA,2,4.175,2,rffsps_2
AR5,3,NA,2,3.322,2,rffsps_2
AR5,3,NA,2,5.816,2,rffsps_2
AR5,3,NA,2,1.967,2,rffsps_2
AR5,3,NA,2,2.943,2,rffsps_2
AR5,3,NA,2,4.83,2,rffsps_2
AR5,3,NA,2,2.6,2,rffsps_2
AR5,3,NA,2,2.106,2,rffsps_2
AR5,3,NA,2,3.649,2,rffsps_2
AR5,3,NA,2,1.025,2,rffsps_2
AR5,3,NA,2,5.51,2,rffsps_2
AR5,3,NA,2,6.84,2,rffsps_2
AR5,3,NA,2,2.499,2,rffsps_2
AR5,3,NA,2,1.06,2,rffsps_2
AR5,3,NA,2,2.269,2,rffsps_2
AR5,3,NA,2,3.449,2,rffsps_2
AR5,3,NA,2,1.748,2,rffsps_2
AR5,3,NA,2,3.306,2,rffsps_2
AR5,3,NA,2,3.529,2,rffsps_2
AR5,3,NA,2,2.074,2,rffsps_2
AR5,3,NA,2,3.549,2,rffsps_2
AR5,3,NA,2,3.978,2,rffsps_2
AR5,3,NA,2,4.263,2,rffsps_2
AR5,3,NA,2,8.641,2,rffsps_2
AR5,3,NA,2,3.437,2,rffsps_2
AR5,3,NA,2,3.174,2,rffsps_2
AR5,3,NA,2,4.265,2,rffsps_2
AR5,3,NA,2,4.172,2,rffsps_2
AR5,3,NA,2,3.852,2,rffsps_2
AR5,3,NA,2,5.93,2,rffsps_2
AR5,3,NA,2,2.285,2,rffsps_2
AR5,3,NA,2,4.382,2,rffsps_2
AR5,3,NA,2,3.568,2,rffsps_2
AR5,3,NA,2,3.314,2,rffsps_2
AR5,3,NA,2,4.472,2,rffsps_2
AR5,3,NA,2,3.57,2,rffsps_2
AR5,3,NA,2,2.509,2,rffsps_2
AR5,3,NA,2,1.546,2,rffsps_2
AR5,3,NA,2,2.264,2,rffsps_2
AR5,3,NA,2,3.44,2,rffsps_2
AR5,3,NA,2,5.843,2,rffsps_2
AR5,3,NA,2,3.5,2,rffsps_2
AR5,3,NA,2,7.233,2,rffsps_2
AR5,3,NA,2,3.817,2,rffsps_2
AR5,3,NA,2,3.278,2,rffsps_2
AR5,3,NA,2,4.031,2,rffsps_2
AR5,3,NA,2,5.017,2,rffsps_2
AR5,3,NA,2,2.721,2,rffsps_2
AR5,3,NA,2,2.451,2,rffsps_2
AR5,3,NA,2,3.369,2,rffsps_2
AR5,3,NA,2,4.289,2,rffsps_2
AR5,3,NA,2,3.286,2,rffsps_2
AR5,3,NA,2,2.53,2,rffsps_2
AR5,3,NA,2,3.465,2,rffsps_2
AR5,3,NA,2,1.999,2,rffsps_2
AR5,3,NA,2,0.818,2,rffsps_2
AR5,3,NA,2,6.263,2,rffsps_2
AR5,3,NA,2,5.807,2,rffsps_2
AR5,3,NA,2,4.338,2,rffsps_2
AR5,3,NA,2,4.565,2,rffsps_2
AR5,3,NA,2,4.624,2,rffsps_2
AR5,3,NA,2,3.145,2,rffsps_2
AR5,3,NA,2,4.599,2,rffsps_2
AR5,3,NA,2,0.98,2,rffsps_2
AR5,3,NA,2,3.492,2,rffsps_2
AR5,3,NA,2,1.565,2,rffsps_2
AR5,3,NA,2,2.473,2,rffsps_2
AR5,3,NA,2,3.661,2,rffsps_2
AR5,3,NA,2,4.29,2,rffsps_2
AR5,3,NA,2,1.614,2,rffsps_2
AR5,3,NA,2,4.259,2,rffsps_2
AR5,3,NA,2,2.817,2,rffsps_2
AR5,3,NA,2,2.914,2,rffsps_2
AR5,3,NA,2,4.755,2,rffsps_2
AR5,3,NA,2,3.532,2,rffsps_2
AR5,3,NA,2,4.001,2,rffsps_2
AR5,3,NA,2,3.937,2,rffsps_2
AR5,3,NA,2,3.943,2,rffsps_2
AR5,3,NA,2,2.308,2,rffsps_2
AR5,3,NA,2,3.606,2,rffsps_2
AR5,3,NA,2,4.406,2,rffsps_2
AR5,3,NA,2,4.293,2,rffsps_2
AR5,3,NA,2,3.697,2,rffsps_2
AR5,3,NA,2,3.217,2,rffsps_2
AR5,3,NA,2,4.177,2,rffsps_2
AR5,3,NA,2,6.739,2,rffsps_2
AR5,3,NA,2,1.553,2,rffsps_2
AR5,3,NA,2,3.938,2,rffsps_2
AR5,3,NA,2,4.476,2,rffsps_2
AR5,3,NA,2,3.067,2,rffsps_2
AR5,3,NA,2,4.268,2,rffsps_2
AR5,3,NA,2,4.028,2,rffsps_2
AR5,3,NA,2,2.118,2,rffsps_2
AR5,3,NA,2,2.558,2,rffsps_2
AR5,3,NA,2,1.152,2,rffsps_2
AR5,3,NA,2,3.286,2,rffsps_2
AR5,3,NA,2,0.809,2,rffsps_2
AR5,3,NA,2,4.707,2,rffsps_2
AR5,3,NA,2,2.752,2,rffsps_2
AR5,3,NA,2,2.283,2,rffsps_2
AR5,3,NA,2,1.005,2,rffsps_2
AR5,3,NA,2,1.933,2,rffsps_2
AR5,3,NA,2,4.636,2,rffsps_2
AR5,3,NA,2,4.436,2,rffsps_2
AR5,3,NA,2,3.041,2,rffsps_2
AR5,3,NA,2,3.811,2,rffsps_2
AR5,3,NA,2,3.31,2,rffsps_2
AR5,3,NA,2,4.203,2,rffsps_2
AR5,3,NA,2,2.883,2,rffsps_2
AR5,3,NA,2,2.522,2,rffsps_2
AR5,3,NA,2,2.173,2,rffsps_2
AR5,3,NA,2,3.681,2,rffsps_2
AR5,3,NA,2,1.347,2,rffsps_2
AR5,3,NA,2,6.605,2,rffsps_2
AR5,3,NA,2,2.878,2,rffsps_2
AR5,3,NA,2,5.718,2,rffsps_2
AR5,3,NA,2,1.367,2,rffsps_2
AR5,3,NA,2,2.956,2,rffsps_2
AR5,3,NA,2,2.255,2,rffsps_2
AR5,3,NA,2,1.809,2,rffsps_2
AR5,3,NA,2,2.944,2,rffsps_2
AR5,3,NA,2,4.66,2,rffsps_2
AR5,3,NA,2,1.311,2,rffsps_2
AR5,3,NA,2,9.99,2,rffsps_2
AR5,3,NA,2,3.336,2,rffsps_2
AR5,3,NA,2,3.573,2,rffsps_2
AR5,3,NA,2,2.283,2,rffsps_2
AR5,3,NA,2,5.584,2,rffsps_2
AR5,3,NA,2,2.419,2,rffsps_2
AR5,3,NA,2,2.24,2,rffsps_2
AR5,3,NA,2,2.473,2,rffsps_2
AR5,3,NA,2,2.646,2,rffsps_2
AR5,3,NA,2,3.73,2,rffsps_2
AR5,3,NA,2,3.462,2,rffsps_2
AR5,3,NA,2,7.108,2,rffsps_2
AR5,3,NA,2,2.451,2,rffsps_2
AR5,3,NA,2,1.682,2,rffsps_2
AR5,3,NA,2,1.569,2,rffsps_2
AR5,3,NA,2,2.156,2,rffsps_2
AR5,3,NA,2,2.459,2,rffsps_2
AR5,3,NA,2,4.379,2,rffsps_2
AR5,3,NA,2,1.582,2,rffsps_2
AR5,3,NA,2,1.1,2,rffsps_2
AR5,3,NA,2,3.343,2,rffsps_2
AR5,3,NA,2,2.597,2,rffsps_2
AR5,3,NA,2,3.762,2,rffsps_2
AR5,3,NA,2,2.32,2,rffsps_2
AR5,3,NA,2,2.327,2,rffsps_2
AR5,3,NA,2,4.048,2,rffsps_2
AR5,3,NA,2,4.354,2,rffsps_2
AR5,3,NA,2,4.174,2,rffsps_2
AR5,3,NA,2,3.132,2,rffsps_2
AR5,3,NA,2,3.969,2,rffsps_2
AR5,3,NA,2,5.37,2,rffsps_2
AR5,3,NA,2,1.145,2,rffsps_2
AR5,3,NA,2,2.886,2,rffsps_2
AR5,3,NA,2,1.293,2,rffsps_2
AR5,3,NA,2,2.921,2,rffsps_2
AR5,3,NA,2,2.59,2,rffsps_2
AR5,3,NA,2,2.927,2,rffsps_2
AR5,3,NA,2,3.46,2,rffsps_2
AR5,3,NA,2,1.788,2,rffsps_2
AR5,3,NA,2,3.697,2,rffsps_2
AR5,3,NA,2,4.608,2,rffsps_2
AR5,3,NA,2,4.254,2,rffsps_2
AR5,3,NA,2,1.968,2,rffsps_2
AR5,3,NA,2,3.092,2,rffsps_2
AR5,3,NA,2,3.894,2,rffsps_2
AR5,3,NA,2,3.279,2,rffsps_2
AR5,3,NA,2,1.142,2,rffsps_2
AR5,3,NA,2,2.24,2,rffsps_2
AR5,3,NA,2,6.822,2,rffsps_2
AR5,3,NA,2,3.656,2,rffsps_2
AR5,3,NA,2,2.916,2,rffsps_2
AR5,3,NA,2,1.947,2,rffsps_2
AR5,3,NA,2,1.579,2,rffsps_2
AR5,3,NA,2,4.481,2,rffsps_2
AR5,3,NA,2,2.01,2,rffsps_2
AR5,3,NA,2,3.851,2,rffsps_2
AR5,3,NA,2,3.171,2,rffsps_2
AR5,3,NA,2,1.208,2,rffsps_2
AR5,3,NA,2,2.85,2,rffsps_2
AR5,3,NA,2,1.956,2,rffsps_2
AR5,3,NA,2,2.413,2,rffsps_2
AR5,3,NA,2,2.845,2,rffsps_2
AR5,3,NA,2,4.392,2,rffsps_2
AR5,3,NA,2,2.273,2,rffsps_2
AR5,3,NA,2,3.951,2,rffsps_2
AR5,3,NA,2,4.682,2,rffsps_2
AR5,3,NA,2,1.756,2,rffsps_2
AR5,3,NA,2,5.272,2,rffsps_2
AR5,3,NA,2,4.143,2,rffsps_2
AR5,3,NA,2,4.307,2,rffsps_2
AR5,3,NA,2,3.564,2,rffsps_2
AR5,3,NA,2,3.852,2,rffsps_2
AR5,3,NA,2,1.997,2,rffsps_2
AR5,3,NA,2,1.523,2,rffsps_2
AR5,3,NA,2,4.106,2,rffsps_2
AR5,3,NA,2,1.588,2,rffsps_2
AR5,3,NA,2,1.828,2,rffsps_2
AR5,3,NA,2,1.118,2,rffsps_2
AR5,3,NA,2,5.294,2,rffsps_2
AR5,3,NA,2,3.839,2,rffsps_2
AR5,3,NA,2,2.032,2,rffsps_2
AR5,3,NA,2,2.886,2,rffsps_2
AR5,3,NA,2,3.984,2,rffsps_2
AR5,3,NA,2,2.273,2,rffsps_2
AR5,3,NA,2,3.202,2,rffsps_2
AR5,3,NA,2,1.042,2,rffsps_2
AR5,3,NA,2,5.937,2,rffsps_2
AR5,3,NA,2,1.095,2,rffsps_2
AR5,3,NA,2,2.597,2,rffsps_2
AR5,3,NA,2,4.508,2,rffsps_2
AR5,3,NA,2,2.397,2,rffsps_2
AR5,3,NA,2,3.007,2,rffsps_2
AR5,3,NA,2,2.71,2,rffsps_2
AR5,3,NA,2,4.953,2,rffsps_2
AR5,3,NA,2,2.12,2,rffsps_2
AR5,3,NA,2,1.25,2,rffsps_2
AR5,3,NA,2,2.373,2,rffsps_2
AR5,3,NA,2,2.09,2,rffsps_2
AR5,3,NA,2,0.83,2,rffsps_2
AR5,3,NA,2,3.301,2,rffsps_2
AR5,3,NA,2,2.611,2,rffsps_2
AR5,3,NA,2,4.424,2,rffsps_2
AR5,3,NA,2,2.551,2,rffsps_2
AR5,3,NA,2,1.977,2,rffsps_2
AR5,3,NA,2,3.612,2,rffsps_2
AR5,3,NA,2,3.212,2,rffsps_2
AR5,3,NA,2,2.745,2,rffsps_2
AR5,3,NA,2,3.557,2,rffsps_2
AR5,3,NA,2,1.077,2,rffsps_2
AR5,3,NA,2,3.95,2,rffsps_2
AR5,3,NA,2,0.738,2,rffsps_2
AR5,3,NA,2,4.448,2,rffsps_2
AR5,3,NA,2,3.176,2,rffsps_2
AR5,3,NA,2,4.642,2,rffsps_2
AR5,3,NA,2,2.806,2,rffsps_2
AR5,3,NA,2,3.144,2,rffsps_2
AR5,3,NA,2,2.814,2,rffsps_2
AR5,3,NA,2,1.915,2,rffsps_2
AR5,3,NA,2,3.837,2,rffsps_2
AR5,3,NA,2,4.407,2,rffsps_2
AR5,3,NA,2,0.641,2,rffsps_2
AR5,3,NA,2,4.059,2,rffsps_2
AR5,3,NA,2,5.155,2,rffsps_2
AR5,3,NA,2,2.316,2,rffsps_2
AR5,3,NA,2,3.085,2,rffsps_2
AR5,3,NA,2,3.229,2,rffsps_2
AR5,3,NA,2,3.193,2,rffsps_2
AR5,3,NA,2,3.497,2,rffsps_2
AR5,3,NA,2,1.765,2,rffsps_2
AR5,3,NA,2,1.889,2,rffsps_2
AR5,3,NA,2,3.299,2,rffsps_2
AR5,3,NA,2,1.926,2,rffsps_2
AR5,3,NA,2,4.782,2,rffsps_2
AR5,3,NA,2,2.495,2,rffsps_2
AR5,3,NA,2,3.895,2,rffsps_2
AR5,3,NA,2,2.14,2,rffsps_2
AR5,3,NA,2,1.722,2,rffsps_2
AR5,3,NA,2,5.681,2,rffsps_2
AR5,3,NA,2,2.643,2,rffsps_2
AR5,3,NA,2,3.018,2,rffsps_2
AR5,3,NA,2,2.045,2,rffsps_2
AR5,3,NA,2,1.452,2,rffsps_2
AR5,3,NA,2,3.047,2,rffsps_2
AR5,3,NA,2,4.439,2,rffsps_2
AR5,3,NA,2,3.935,2,rffsps_2
AR5,3,NA,2,1.266,2,rffsps_2
AR5,3,NA,2,0.96,2,rffsps_2
AR5,3,NA,2,6.321,2,rffsps_2
AR5,3,NA,2,5.947,2,rffsps_2
AR5,3,NA,2,7.688,2,rffsps_2
AR5,3,NA,2,4.288,2,rffsps_2
AR5,3,NA,2,2.814,2,rffsps_2
AR5,3,NA,2,2.993,2,rffsps_2
AR5,3,NA,2,3.551,2,rffsps_2
AR5,3,NA,2,4.272,2,rffsps_2
AR5,3,NA,2,4.242,2,rffsps_2
AR5,3,NA,2,6.129,2,rffsps_2
AR5,3,NA,2,2.951,2,rffsps_2
AR5,3,NA,2,2.934,2,rffsps_2
AR5,3,NA,2,3.026,2,rffsps_2
AR5,3,NA,2,2.589,2,rffsps_2
AR5,3,NA,2,1.865,2,rffsps_2
AR5,3,NA,2,3.575,2,rffsps_2
AR5,3,NA,2,3.714,2,rffsps_2
AR5,3,NA,2,5.118,2,rffsps_2
AR5,3,NA,2,4.363,2,rffsps_2
AR5,3,NA,2,1.968,2,rffsps_2
AR5,3,NA,2,4.302,2,rffsps_2
AR5,3,NA,2,1.705,2,rffsps_2
AR5,3,NA,2,4.824,2,rffsps_2
AR5,3,NA,2,2.867,2,rffsps_2
AR5,3,NA,2,2.541,2,rffsps_2
AR5,3,NA,2,3.229,2,rffsps_2
AR5,3,NA,2,2.872,2,rffsps_2
AR5,3,NA,2,1.724,2,rffsps_2
AR5,3,NA,2,2.69,2,rffsps_2
AR5,3,NA,2,4.035,2,rffsps_2
AR5,3,NA,2,2.122,2,rffsps_2
AR5,3,NA,2,2.322,2,rffsps_2
AR5,3,NA,2,2.109,2,rffsps_2
AR5,3,NA,2,2.556,2,rffsps_2
AR5,3,NA,2,2.328,2,rffsps_2
AR5,3,NA,2,4.977,2,rffsps_2
AR5,3,NA,2,3.972,2,rffsps_2
AR5,3,NA,2,4.501,2,rffsps_2
AR5,3,NA,2,5.586,2,rffsps_2
AR5,3,NA,2,3.272,2,rffsps_2
AR5,3,NA,2,1.274,2,rffsps_2
AR5,3,NA,2,3.306,2,rffsps_2
AR5,3,NA,2,2.462,2,rffsps_2
AR5,3,NA,2,2.772,2,rffsps_2
AR5,3,NA,2,2.193,2,rffsps_2
AR5,3,NA,2,2.097,2,rffsps_2
AR5,3,NA,2,2.264,2,rffsps_2
AR5,3,NA,2,2.978,2,rffsps_2
AR5,3,NA,2,4.086,2,rffsps_2
AR5,3,NA,2,2.455,2,rffsps_2
AR5,3,NA,2,2.332,2,rffsps_2
AR5,3,NA,2,1.784,2,rffsps_2
AR5,3,NA,2,3.074,2,rffsps_2
AR5,3,NA,2,3.778,2,rffsps_2
AR5,3,NA,2,3.741,2,rffsps_2
AR5,3,NA,2,2.476,2,rffsps_2
AR5,3,NA,2,3.342,2,rffsps_2
AR5,3,NA,2,2.234,2,rffsps_2
AR5,3,NA,2,3.825,2,rffsps_2
AR5,3,NA,2,1.08,2,rffsps_2
AR5,3,NA,2,3.352,2,rffsps_2
AR5,3,NA,2,1.909,2,rffsps_2
AR5,3,NA,2,3.555,2,rffsps_2
AR5,3,NA,2,3.908,2,rffsps_2
AR5,3,NA,2,1.428,2,rffsps_2
AR5,3,NA,2,3.626,2,rffsps_2
AR5,3,NA,2,3.267,2,rffsps_2
AR5,3,NA,2,3.438,2,rffsps_2
AR5,3,NA,2,2.758,2,rffsps_2
AR5,3,NA,2,1.934,2,rffsps_2
AR5,3,NA,2,2.894,2,rffsps_2
AR5,3,NA,2,1.299,2,rffsps_2
AR5,3,NA,2,3.615,2,rffsps_2
AR5,3,NA,2,2.142,2,rffsps_2
AR5,3,NA,2,3.991,2,rffsps_2
AR5,3,NA,2,5.197,2,rffsps_2
AR5,3,NA,2,3.727,2,rffsps_2
AR5,3,NA,2,3.669,2,rffsps_2
AR5,3,NA,2,3.23,2,rffsps_2
AR5,3,NA,2,1.33,2,rffsps_2
AR5,3,NA,2,4.611,2,rffsps_2
AR5,3,NA,2,2.635,2,rffsps_2
AR5,3,NA,2,1.442,2,rffsps_2
AR5,3,NA,2,2.712,2,rffsps_2
AR5,3,NA,2,2.96,2,rffsps_2
AR5,3,NA,2,3.647,2,rffsps_2
AR5,3,NA,2,7.182,2,rffsps_2
AR5,3,NA,2,1.617,2,rffsps_2
AR5,3,NA,2,1.865,2,rffsps_2
AR5,3,NA,2,4.575,2,rffsps_2
AR5,3,NA,2,4.164,2,rffsps_2
AR5,3,NA,2,5.519,2,rffsps_2
AR5,3,NA,2,3.531,2,rffsps_2
AR5,3,NA,2,3.595,2,rffsps_2
AR5,3,NA,2,2.318,2,rffsps_2
AR5,3,NA,2,3.216,2,rffsps_2
